name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipment,equipment_name,accessory,power,vitality
유혈랑,홀리나이트,1625.83,60,242,33333,"예리한 둔기 Lv. 3,원한 Lv. 3,돌격대장 Lv. 3,심판자 Lv. 3,아드레날린 Lv. 3","치명 548,특화 60,신속 1750","세상을 구하는 빛,30각","9홍 x4,8멸 x2,7멸 x1,7홍 x4","한손검/24/lv1525/93,투구/19/lv1525/96,상의/20/lv1525/95,하의/20/lv1525/99,장갑/19/lv1525/97,견갑/19/lv1525/100","가라앉은 욕망의 배신 한손검,가라앉은 욕망의 배신 투구,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑","목걸이/유물/77/심판자+3_돌격대장+5/치명/신속,귀걸이/유물/71/돌격대장+5_예리한 둔기+3/신속,귀걸이/유물/71/예리한 둔기+5_아드레날린+3/신속,반지/고대/77/돌격대장+5_원한+3/신속,반지/고대/72/아드레날린+5_원한+3/신속",52737,179428
강배,스트라이커,1617.5,60,265,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,기습의 대가 Lv. 3,일격필살 Lv. 3,아드레날린 Lv. 3,에테르 포식자 Lv. 1","치명 668,특화 1776,신속 56","라제니스의 운명,10각","10멸 x3,10홍 x5,8홍 x1,7홍 x2","건틀릿/21/lv1525/100,머리장식/18/lv1525/91,상의/18/lv1525/89,하의/18/lv1525/88,장갑/18/lv1525/73,견갑/18/lv1525/90","타락한 마수의 사멸 건틀릿,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/97/기습의 대가+6_아드레날린+3/치명/특화,귀걸이/고대/96/원한+5_예리한 둔기+3/특화,귀걸이/고대/93/기습의 대가+6_원한+3/특화,반지/고대/92/일격필살+3_에테르 포식자+5/특화,반지/고대/100/아드레날린+5_기습의 대가+3/특화",51439,196055
킹기다킹기,리퍼,1613.33,60,281,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3,아드레날린 Lv. 1","치명 654,특화 1615,신속 56","세상을 구하는 빛,30각","9멸 x3,7홍 x8","대거/21/lv1525/95,머리장식/17/lv1525/94,상의/17/lv1525/96,하의/17/lv1525/96,장갑/17/lv1525/98,견갑/17/lv1525/98","타락한 마수의 사멸 대거,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/85/기습의 대가+5_예리한 둔기+3/치명/특화,귀걸이/고대/93/예리한 둔기+6_아드레날린+3/특화,귀걸이/고대/95/달의 소리+3_기습의 대가+4/특화,반지/고대/100/예리한 둔기+6_원한+3/특화,반지/고대/97/저주받은 인형+6_아드레날린+3/특화",58497,183315
피망꼬치구이,창술사,1610.83,60,195,333332,"원한 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3,질량 증가 Lv. 3,저주받은 인형 Lv. 2","치명 61,특화 1799,신속 639","세상을 구하는 빛,30각","10홍 x1,9멸 x6,9홍 x1,7홍 x3","창/21/lv1525/90,머리장식/16/lv1525/81,상의/16/lv1525/85,하의/16/lv1525/90,장갑/17/lv1525/88,견갑/17/lv1525/95","가라앉은 욕망의 배신 창,가라앉은 욕망의 배신 머리장식,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑","목걸이/고대/91/돌격대장+6_원한+3/특화/신속,귀걸이/고대/95/질량 증가+6_예리한 둔기+3/특화,귀걸이/고대/91/절정+3_질량 증가+6/특화,반지/고대/90/예리한 둔기+6_질량 증가+3/특화,반지/고대/90/예리한 둔기+6_저주받은 인형+3/특화",63543,198828
너와떠나는여행,블레이드,1610.0,60,225,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,버스트 Lv. 3,아드레날린 Lv. 3,에테르 포식자 Lv. 1","치명 612,특화 1768,신속 56","세상을 구하는 빛,30각","10멸 x1,7멸 x3,7홍 x7","검/19/lv1525/95,머리장식/16/lv1525/80,상의/16/lv1525/81,하의/16/lv1525/85,장갑/19/lv1525/88,견갑/16/lv1525/94","타락한 마수의 사멸 검,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/70/에테르 포식자+6_아드레날린+3/치명/특화,귀걸이/고대/88/기습의 대가+6_원한+3/특화,귀걸이/고대/78/버스트+3_아드레날린+4/특화,반지/고대/72/기습의 대가+6_저주받은 인형+3/특화,반지/고대/100/원한+5_기습의 대가+3/특화",56408,202758
퍄닥퍄닥퍄닥퍄닥,아르카나,1609.17,60,240,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,바리케이드 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,황후의 은총 Lv. 1","치명 654,특화 1782,신속 48","세상을 구하는 빛,30각","10멸 x2,9멸 x2,9홍 x5,7홍 x2","덱/20/lv1525/100,머리장식/16/lv1525/94,상의/16/lv1525/96,하의/16/lv1525/95,장갑/17/lv1525/97,어깨장식/16/lv1525/88","전이된 몽환의 악몽 마법 덱,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 어깨장식","목걸이/고대/94/아드레날린+4_타격의 대가+3/치명/특화,귀걸이/고대/70/타격의 대가+6_원한+3/특화,귀걸이/고대/93/원한+6_바리케이드+3/특화,반지/고대/92/타격의 대가+6_저주받은 인형+3/특화,반지/유물/80/황후의 은총+5_아드레날린+3/특화",56428,178743
남순이견주,인파이터,1608.33,60,191,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 1","치명 1282,특화 60,신속 1133","세상을 구하는 빛,30각","9멸 x6,7멸 x1,7홍 x4","건틀릿/20/lv1525/93,머리장식/16/lv1525/77,상의/16/lv1525/92,하의/16/lv1525/89,장갑/16/lv1525/77,견갑/16/lv1525/85","타락한 마수의 사멸 헤비 건틀릿,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑","목걸이/고대/91/원한+5_기습의 대가+3/치명/신속,귀걸이/고대/96/저주받은 인형+6_예리한 둔기+3/신속,귀걸이/고대/90/극의: 체술+3_아드레날린+5/치명,반지/고대/95/저주받은 인형+6_원한+3/신속,반지/고대/92/기습의 대가+6_저주받은 인형+3/치명",57161,220267
신레델라,워로드,1605.83,60,200,333331,"저주받은 인형 Lv. 3,안정된 상태 Lv. 3,원한 Lv. 3,바리케이드 Lv. 3,정밀 단도 Lv. 3,전투 태세 Lv. 1","치명 65,특화 1800,신속 537","세상을 구하는 빛,18각","10홍 x1,9멸 x5,9홍 x4,7홍 x1","랜스/19/lv1525/96,투구/16/lv1525/98,상의/15/lv1525/89,하의/16/lv1525/85,장갑/15/lv1525/71,견갑/16/lv1525/95","전이된 몽환의 악몽 랜스,전이된 몽환의 악몽 투구,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 견갑","목걸이/고대/92/원한+4_바리케이드+3/특화/신속,귀걸이/고대/91/저주받은 인형+6_안정된 상태+3/특화,귀걸이/고대/100/정밀 단도+6_저주받은 인형+3/특화,반지/유물/92/전투 태세+5_정밀 단도+3/특화,반지/고대/90/정밀 단도+6_원한+3/특화",54679,233362
배낼,배틀마스터,1605.0,60,239,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 3,오의 강화 Lv. 1","치명 65,특화 920,신속 1435","세상을 구하는 빛,30각","10홍 x1,9멸 x4,9홍 x2,8홍 x2,7홍 x2","건틀릿/19/lv1525/98,머리장식/15/lv1525/97,상의/15/lv1525/99,하의/15/lv1525/98,장갑/16/lv1525/98,견갑/16/lv1525/96","차오른 몽환의 환각 건틀릿,차오른 몽환의 환각 머리장식,차오른 몽환의 환각 상의,차오른 몽환의 환각 하의,차오른 몽환의 환각 장갑,차오른 몽환의 환각 견갑","목걸이/고대/78/아드레날린+6_돌격대장+3/특화/신속,귀걸이/고대/90/오의 강화+6_저주받은 인형+3/특화,귀걸이/고대/100/돌격대장+4_아드레날린+3/신속,반지/고대/82/예리한 둔기+5_원한+3/신속,반지/고대/80/아드레날린+6_예리한 둔기+3/신속",55968,239659
블루밍소설,배틀마스터,1601.67,60,232,333331,"원한 Lv. 3,오의 강화 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,질량 증가 Lv. 3,아드레날린 Lv. 1","치명 65,특화 1167,신속 1251","세상을 구하는 빛,30각","10홍 x2,9멸 x5,9홍 x1,7홍 x3","건틀릿/20/lv1525/94,머리장식/14/lv1525/95,상의/14/lv1525/88,하의/14/lv1525/62,장갑/15/lv1525/92,견갑/15/lv1525/78","차오른 몽환의 환각 건틀릿,차오른 몽환의 환각 머리장식,차오른 몽환의 환각 상의,차오른 몽환의 환각 하의,차오른 몽환의 환각 장갑,차오른 몽환의 환각 견갑","목걸이/고대/97/원한+5_질량 증가+3/특화/신속,귀걸이/고대/90/질량 증가+6_원한+3/특화,귀걸이/고대/96/오의 강화+3_예리한 둔기+4/신속,반지/고대/95/아드레날린+5_예리한 둔기+3/신속,반지/고대/100/질량 증가+6_돌격대장+3/특화",57112,182943
