name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipment,equipment_name,accessory,power,vitality
유혈랑,홀리나이트,1620.83,60,230,33333,"예리한 둔기 Lv. 3,원한 Lv. 3,돌격대장 Lv. 3,심판자 Lv. 3,아드레날린 Lv. 3","치명 548,특화 60,신속 1593","세상을 구하는 빛 6세트,30각성합계","10홍 x3,9홍 x4,8멸 x2,7멸 x1,7홍 x1","한손검/23/lv1525/0,투구/17/lv1525/0,상의/20/lv1525/0,하의/20/lv1525/0,장갑/18/lv1525/0,견갑/17/lv1525/0","가라앉은 욕망의 배신 한손검,가라앉은 욕망의 배신 투구,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑",,52506,179062
강배,스트라이커,1614.17,60,252,333331,"원한 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,질량 증가 Lv. 3,아드레날린 Lv. 3,오의난무 Lv. 1","치명 363,특화 829,신속 1243","세상을 구하는 빛 6세트,30각성합계","10멸 x3,10홍 x4,8홍 x1,7홍 x3","건틀릿/19/lv1525/0,머리장식/17/lv1525/0,상의/18/lv1525/0,하의/17/lv1525/0,장갑/18/lv1525/0,견갑/18/lv1525/0","가라앉은 욕망의 배신 건틀릿,가라앉은 욕망의 배신 머리장식,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑",,58010,183694
킹기다킹기,리퍼,1613.33,60,267,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3,아드레날린 Lv. 1","치명 617,특화 1642,신속 56","카제로스의 군단장 6세트,18각성합계","10멸 x3,10홍 x3,7홍 x5","대거/21/lv1525/0,머리장식/17/lv1525/0,상의/17/lv1525/0,하의/17/lv1525/0,장갑/17/lv1525/0,견갑/17/lv1525/0","타락한 마수의 사멸 대거,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑",,58486,181865
송저송,소서리스,1610.83,60,246,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,속전속결 Lv. 3,아드레날린 Lv. 1","치명 652,특화 1816,신속 56","카제로스의 군단장 6세트,18각성합계","10멸 x3,10홍 x1,9멸 x4,9홍 x3","스태프/20/lv1525/0,머리장식/17/lv1525/0,상의/17/lv1525/0,하의/16/lv1525/0,장갑/16/lv1525/0,어깨장식/17/lv1525/0","전이된 몽환의 악몽 롱 스태프,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 어깨장식",,57795,183175
퍄닥퍄닥퍄닥퍄닥,아르카나,1605.83,60,235,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,바리케이드 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,황후의 은총 Lv. 1","치명 654,특화 1782,신속 48","카제로스의 군단장 6세트,18각성합계","10멸 x2,9멸 x1,9홍 x1,8홍 x3,7홍 x4","덱/20/lv1525/0,머리장식/15/lv1525/0,상의/16/lv1525/0,하의/15/lv1525/0,장갑/16/lv1525/0,어깨장식/15/lv1525/0","전이된 몽환의 악몽 마법 덱,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 어깨장식",,55838,175456
너와떠나는여행,블레이드,1605.0,60,222,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,버스트 Lv. 3,아드레날린 Lv. 3,에테르 포식자 Lv. 1","치명 612,특화 1768,신속 56","카제로스의 군단장 6세트,18각성합계","10멸 x1,7멸 x3,7홍 x7","검/19/lv1525/0,머리장식/15/lv1525/0,상의/14/lv1525/0,하의/13/lv1525/0,장갑/19/lv1525/0,견갑/16/lv1525/0","타락한 마수의 사멸 검,타락한 마수의 사멸 머리장식,타락한 마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑",,56066,200675
피망꼬치구이,창술사,1605.0,60,191,333332,"원한 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3,질량 증가 Lv. 3,저주받은 인형 Lv. 2","치명 61,특화 1778,신속 620","세상을 구하는 빛 6세트,30각성합계","10홍 x1,9멸 x6,9홍 x1,7홍 x3","창/21/lv1525/0,머리장식/15/lv1525/0,상의/15/lv1525/0,하의/15/lv1525/0,장갑/15/lv1525/0,견갑/15/lv1525/0","전이된 몽환의 악몽 창,전이된 몽환의 악몽 머리장식,전이된 몽환의 악몽 상의,전이된 몽환의 악몽 하의,전이된 몽환의 악몽 장갑,전이된 몽환의 악몽 견갑",,62859,193404
신레델라,워로드,1603.33,60,180,333331,"저주받은 인형 Lv. 3,안정된 상태 Lv. 3,원한 Lv. 3,바리케이드 Lv. 3,정밀 단도 Lv. 3,전투 태세 Lv. 1","치명 61,특화 1637,신속 537","세상을 구하는 빛 6세트,18각성합계","10홍 x1,9멸 x5,9홍 x1,7홍 x4","랜스/17/lv1525/0,투구/16/lv1525/0,상의/15/lv1525/0,하의/15/lv1525/0,장갑/15/lv1525/0,견갑/16/lv1525/0","가라앉은 욕망의 배신 랜스,가라앉은 욕망의 배신 투구,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑",,52767,208124
배낼,배틀마스터,1603.33,60,238,33332,"오의 강화 Lv. 3,선수필승 Lv. 3,돌격대장 Lv. 3,아드레날린 Lv. 3,예리한 둔기 Lv. 2","치명 185,특화 840,신속 1316","세상을 구하는 빛 6세트,30각성합계","10홍 x1,9멸 x4,9홍 x1,8홍 x3,7홍 x2","건틀릿/19/lv1525/0,머리장식/15/lv1525/0,상의/15/lv1525/0,하의/15/lv1525/0,장갑/15/lv1525/0,견갑/15/lv1525/0","가라앉은 욕망의 배신 건틀릿,가라앉은 욕망의 배신 머리장식,가라앉은 욕망의 배신 상의,가라앉은 욕망의 배신 하의,가라앉은 욕망의 배신 장갑,가라앉은 욕망의 배신 견갑",,47937,199571
남순이견주,인파이터,1603.33,60,186,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 1","치명 1282,특화 60,신속 1133","세상을 구하는 빛 6세트,30각성합계","10멸 x5,9멸 x2,7홍 x4","건틀릿/20/lv1525/0,머리장식/16/lv1525/0,상의/19/lv1390/0,하의/15/lv1525/0,장갑/16/lv1525/0,견갑/16/lv1525/0","타락한 마수의 사멸 헤비 건틀릿,타락한 마수의 사멸 머리장식,마수의 사멸 상의,타락한 마수의 사멸 하의,타락한 마수의 사멸 장갑,타락한 마수의 사멸 견갑",,56575,189088
