name,class,itemLV,battleLV,expeditionLV,engraving_simple,engraving_detail,stat,card,gem_simple,equipmentLV,power,vitality
유혈랑,홀리나이트,1621.67,60,232,333331,"구슬동자 Lv. 3,급소 타격 Lv. 3,각성 Lv. 3,축복의 오라 Lv. 3,전문의 Lv. 3,중갑 착용 Lv. 1","치명 65,특화 555,신속 1817","창의 달인 6세트,30각성합계","10레벨 홍염 x3,9레벨 홍염 x4,8레벨 멸화 x2,7레벨 멸화 x1,7레벨 홍염 x1","24 사로잡힌 광기의 갈망 한손검,17 사로잡힌 광기의 갈망 투구,20 사로잡힌 광기의 갈망 상의,20 사로잡힌 광기의 갈망 하의,18 사로잡힌 광기의 갈망 장갑,17 사로잡힌 광기의 갈망 견갑",53833,197461
강배,스트라이커,1616.67,60,256,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,기습의 대가 Lv. 3,일격필살 Lv. 3,아드레날린 Lv. 3,에테르 포식자 Lv. 1","치명 668,특화 1776,신속 56","라제니스의 운명 2세트,10각성합계","10레벨 멸화 x3,10레벨 홍염 x4,8레벨 홍염 x1,7레벨 홍염 x3","20 타락한 마수의 사멸 건틀릿,18 타락한 마수의 사멸 머리장식,18 타락한 마수의 사멸 상의,18 타락한 마수의 사멸 하의,18 타락한 마수의 사멸 장갑,18 타락한 마수의 사멸 견갑",50595,184366
킹기다킹기,리퍼,1613.33,60,270,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,달의 소리 Lv. 3,아드레날린 Lv. 1","치명 617,특화 1806,신속 56","세상을 구하는 빛 6세트,30각성합계","9레벨 멸화 x3,7레벨 홍염 x8","21 타락한 마수의 사멸 대거,17 타락한 마수의 사멸 머리장식,17 타락한 마수의 사멸 상의,17 타락한 마수의 사멸 하의,17 타락한 마수의 사멸 장갑,17 타락한 마수의 사멸 견갑",58486,191065
너와떠나는여행,블레이드,1608.33,60,223,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,버스트 Lv. 3,아드레날린 Lv. 3,에테르 포식자 Lv. 1","치명 612,특화 1768,신속 56","세상을 구하는 빛 6세트,30각성합계","10레벨 멸화 x1,7레벨 멸화 x3,7레벨 홍염 x7","19 타락한 마수의 사멸 검,16 타락한 마수의 사멸 머리장식,15 타락한 마수의 사멸 상의,15 타락한 마수의 사멸 하의,19 타락한 마수의 사멸 장갑,16 타락한 마수의 사멸 견갑",56178,202012
남순이견주,인파이터,1608.33,60,187,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,극의: 체술 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,아드레날린 Lv. 1","치명 1282,특화 60,신속 1133","카제로스의 군단장 6세트,18각성합계","10레벨 멸화 x5,9레벨 멸화 x2,7레벨 홍염 x4","20 타락한 마수의 사멸 헤비 건틀릿,16 타락한 마수의 사멸 머리장식,16 타락한 마수의 사멸 상의,16 타락한 마수의 사멸 하의,16 타락한 마수의 사멸 장갑,16 타락한 마수의 사멸 견갑",57160,193968
퍄닥퍄닥퍄닥퍄닥,아르카나,1606.67,60,236,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,바리케이드 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,황후의 은총 Lv. 1","치명 654,특화 1782,신속 48","세상을 구하는 빛 6세트,30각성합계","10레벨 멸화 x2,9레벨 멸화 x1,9레벨 홍염 x1,8레벨 홍염 x3,7레벨 홍염 x4","20 전이된 몽환의 악몽 마법 덱,15 전이된 몽환의 악몽 머리장식,16 전이된 몽환의 악몽 상의,16 전이된 몽환의 악몽 하의,16 전이된 몽환의 악몽 장갑,15 전이된 몽환의 악몽 어깨장식",55961,175788
피망꼬치구이,창술사,1606.67,60,193,333332,"원한 Lv. 3,예리한 둔기 Lv. 3,돌격대장 Lv. 3,절정 Lv. 3,질량 증가 Lv. 3,저주받은 인형 Lv. 2","치명 61,특화 1778,신속 620","세상을 구하는 빛 6세트,30각성합계","10레벨 홍염 x1,9레벨 멸화 x6,9레벨 홍염 x1,7레벨 홍염 x3","21 전이된 몽환의 악몽 창,15 전이된 몽환의 악몽 머리장식,15 전이된 몽환의 악몽 상의,15 전이된 몽환의 악몽 하의,16 전이된 몽환의 악몽 장갑,16 전이된 몽환의 악몽 견갑",63214,193874
신레델라,워로드,1605.0,60,190,333331,"저주받은 인형 Lv. 3,안정된 상태 Lv. 3,원한 Lv. 3,바리케이드 Lv. 3,정밀 단도 Lv. 3,전투 태세 Lv. 1","치명 61,특화 1800,신속 537","세상을 구하는 빛 6세트,18각성합계",,"18 전이된 몽환의 악몽 랜스,16 전이된 몽환의 악몽 투구,15 전이된 몽환의 악몽 상의,16 전이된 몽환의 악몽 하의,15 전이된 몽환의 악몽 장갑,16 전이된 몽환의 악몽 견갑",54046,225843
배낼,배틀마스터,1603.33,60,238,333331,"원한 Lv. 3,초심 Lv. 3,저주받은 인형 Lv. 3,기습의 대가 Lv. 3,돌격대장 Lv. 3,각성 Lv. 1","치명 684,특화 60,신속 1827","세상을 구하는 빛 6세트,30각성합계","10레벨 홍염 x1,9레벨 멸화 x4,9레벨 홍염 x1,8레벨 멸화 x1,8레벨 홍염 x2,7레벨 홍염 x2","19 타락한 마수의 사멸 건틀릿,15 고요한 광기의 지배 머리장식,15 고요한 광기의 지배 상의,15 고요한 광기의 지배 하의,15 타락한 마수의 사멸 장갑,15 고요한 광기의 지배 견갑",56769,235812
블루밍소설,배틀마스터,1600.83,60,225,33333,"굳은 의지 Lv. 3,정기 흡수 Lv. 3,중갑 착용 Lv. 3,돌격대장 Lv. 3,각성 Lv. 3","치명 65,특화 60,신속 1129","운명의 만남 I 6세트,30각성합계","10레벨 홍염 x2,9레벨 멸화 x5,9레벨 홍염 x1,7레벨 홍염 x3","19 가라앉은 욕망의 배신 건틀릿,14 가라앉은 욕망의 배신 머리장식,14 가라앉은 욕망의 배신 상의,14 가라앉은 욕망의 배신 하의,15 가라앉은 욕망의 배신 장갑,15 가라앉은 욕망의 배신 견갑",47646,170307
커피바드세요,바드,1600.0,60,201,333331,"급소 타격 Lv. 3,최대 마나 증가 Lv. 3,절실한 구원 Lv. 3,각성 Lv. 3,전문의 Lv. 3,중갑 착용 Lv. 1","치명 65,특화 727,신속 1516","남겨진 바람의 절벽 6세트,30각성합계","10레벨 홍염 x1,7레벨 홍염 x7,5레벨 홍염 x1","13 사로잡힌 광기의 갈망 리아네 하프,15 사로잡힌 광기의 갈망 머리장식,16 사로잡힌 광기의 갈망 상의,16 사로잡힌 광기의 갈망 하의,15 사로잡힌 광기의 갈망 장갑,15 사로잡힌 광기의 갈망 어깨장식",42295,176410
채연,기공사,1588.33,60,240,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,역천지체 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 1","치명 535,특화 1796,신속 152","세상을 구하는 빛 6세트,30각성합계","9레벨 멸화 x3,9레벨 홍염 x3,7레벨 멸화 x2,7레벨 홍염 x3","22 몽환의 환각 기공패,19 몽환의 환각 머리장식,14 차오른 몽환의 환각 상의,19 몽환의 환각 하의,14 차오른 몽환의 환각 장갑,19 몽환의 환각 견갑",49904,181993
S순이견주2,소서리스,1587.5,60,187,333331,"원한 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,속전속결 Lv. 3,에테르 포식자 Lv. 1","치명 138,특화 1766,신속 539","세상을 구하는 빛 6세트,30각성합계","9레벨 멸화 x3,7레벨 멸화 x3,7레벨 홍염 x5","16 가라앉은 욕망의 배신 롱 스태프,18 욕망의 배신 머리장식,14 가라앉은 욕망의 배신 상의,14 가라앉은 욕망의 배신 하의,19 욕망의 배신 장갑,19 욕망의 배신 어깨장식",43449,150141
배선덕,소서리스,1585.0,60,165,333331,"원한 Lv. 3,저주받은 인형 Lv. 3,점화 Lv. 3,타격의 대가 Lv. 3,속전속결 Lv. 3,아드레날린 Lv. 1","치명 660,특화 1767,신속 46","세상을 구하는 빛 6세트,18각성합계","10레벨 멸화 x3,10레벨 홍염 x1,8레벨 멸화 x1,7레벨 멸화 x3,7레벨 홍염 x3","20 피어난 악몽의 공명 롱 스태프,19 피어난 악몽의 공명 머리장식,19 몽환의 악몽 상의,19 몽환의 악몽 하의,15 전이된 몽환의 악몽 장갑,19 몽환의 악몽 어깨장식",48450,145436
보이드어벤저,버서커,1581.67,60,164,33333,"원한 Lv. 3,예리한 둔기 Lv. 3,광전사의 비기 Lv. 3,저주받은 인형 Lv. 3,돌격대장 Lv. 3","치명 616,특화 1475,신속 350","카제로스의 군단장 6세트,12각성합계","9레벨 멸화 x2,7레벨 멸화 x3,7레벨 홍염 x6","20 숨죽인 배신의 부름 대검,19 아득한 배신의 시선 투구,19 숨죽인 배신의 부름 상의,19 아득한 배신의 시선 하의,19 숨죽인 배신의 부름 장갑,19 숨죽인 배신의 부름 견갑",45547,172318
데이지아SR,소서리스,1580.0,60,202,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,환류 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 3,돌격대장 Lv. 1","치명 1532,특화 58,신속 835","세상을 구하는 빛 6세트,30각성합계","9레벨 멸화 x4,9레벨 홍염 x1,8레벨 멸화 x3,8레벨 홍염 x3","20 몽환의 악몽 롱 스태프,19 몽환의 악몽 머리장식,19 몽환의 악몽 상의,18 몽환의 악몽 하의,19 몽환의 악몽 장갑,19 몽환의 악몽 어깨장식",40840,140128
잠옷소년,호크아이,1568.33,60,170,333331,"원한 Lv. 3,예리한 둔기 Lv. 3,저주받은 인형 Lv. 3,죽음의 습격 Lv. 3,타격의 대가 Lv. 3,아드레날린 Lv. 1","치명 1388,특화 153,신속 721","세상을 구하는 빛 6세트,18각성합계",,"19 숨죽인 배신의 부름 활,18 숨죽인 배신의 부름 모자,17 숨죽인 배신의 부름 상의,17 아득한 배신의 시선 하의,18 숨죽인 배신의 부름 장갑,18 숨죽인 배신의 부름 견갑",44986,144468
메리크리스마스,바드,1561.67,60,127,333331,"최대 마나 증가 Lv. 3,절실한 구원 Lv. 3,중갑 착용 Lv. 3,각성 Lv. 3,전문의 Lv. 3,위기 모면 Lv. 1","치명 20,특화 607,신속 1680",필드 보스 II 6세트,"8레벨 홍염 x1,7레벨 멸화 x1,7레벨 홍염 x9","16 드리운 갈망의 경계 리아네 하프,18 광기의 갈망 머리장식,17 대면한 갈망의 타락 상의,17 대면한 갈망의 타락 하의,17 대면한 갈망의 타락 장갑,18 드리운 갈망의 경계 어깨장식",35842,142364
명진님s,바드,1560.0,60,168,33333,"급소 타격 Lv. 3,절실한 구원 Lv. 3,중갑 착용 Lv. 3,각성 Lv. 3,전문의 Lv. 3","치명 45,특화 728,신속 1438",필드 보스 II 4세트,7레벨 홍염 x8,"15 숨죽인 배신의 부름 리아네 하프,17 숨죽인 배신의 부름 머리장식,18 숨죽인 배신의 부름 상의,18 숨죽인 배신의 부름 하의,17 숨죽인 배신의 부름 장갑,17 숨죽인 배신의 부름 어깨장식",34723,142840
